"Year";"Quarter";"Month";"DayofMonth";"DayOfWeek";"FlightDate";"UniqueCarrier";"AirlineID";"Carrier";"TailNum";"FlightNum";"OriginAirportID";"OriginAirportSeqID";"OriginCityMarketID";"Origin";"OriginCityName";"OriginState";"OriginStateFips";"OriginStateName";"OriginWac";"DestAirportID";"DestAirportSeqID";"DestCityMarketID";"Dest";"DestCityName";"DestState";"DestStateFips";"DestStateName";"DestWac";"CRSDepTime";"DepTime";"DepDelay";"DepDelayMinutes";"DepDel15";"DepartureDelayGroups";"DepTimeBlk";"TaxiOut";"WheelsOff";"WheelsOn";"TaxiIn";"CRSArrTime";"ArrTime";"ArrDelay";"ArrDelayMinutes";"ArrDel15";"ArrivalDelayGroups";"ArrTimeBlk";"Cancelled";"CancellationCode";"Diverted";"CRSElapsedTime";"ActualElapsedTime";"AirTime";"Flights";"Distance";"DistanceGroup";"CarrierDelay";"WeatherDelay";"NASDelay";"SecurityDelay";"LateAircraftDelay";"FirstDepTime";"TotalAddGTime";"LongestAddGTime";"DivAirportLandings";"DivReachedDest";"DivActualElapsedTime";"DivArrDelay";"DivDistance";"Div1Airport";"Div1AirportID";"Div1AirportSeqID";"Div1WheelsOn";"Div1TotalGTime";"Div1LongestGTime";"Div1WheelsOff";"Div1TailNum";"Div2Airport";"Div2AirportID";"Div2AirportSeqID";"Div2WheelsOn";"Div2TotalGTime";"Div2LongestGTime";"Div2WheelsOff";"Div2TailNum";"Div3Airport";"Div3AirportID";"Div3AirportSeqID";"Div3WheelsOn";"Div3TotalGTime";"Div3LongestGTime";"Div3WheelsOff";"Div3TailNum";"Div4Airport";"Div4AirportID";"Div4AirportSeqID";"Div4WheelsOn";"Div4TotalGTime";"Div4LongestGTime";"Div4WheelsOff";"Div4TailNum";"Div5Airport";"Div5AirportID";"Div5AirportSeqID";"Div5WheelsOn";"Div5TotalGTime";"Div5LongestGTime";"Div5WheelsOff";"Div5TailNum"
"2012";"4";"12";"4";"2";"2012-12-04";"MQ";"20398";"MQ";"N842MQ";"3939";"13930";"1393002";"30977";"ORD";"Chicago, IL";"IL";"17";"Illinois";"41";"13290";"1329002";"33290";"MHK";"Manhattan/Ft. Riley, KS";"KS";"20";"Kansas";"62";"1100";"1054";"-6.00";"0.00";"0.00";"-1";"1100-1159";"13.00";"1107";"1226";"2.00";"1245";"1228";"-17.00";"0.00";"0.00";"-2";"1200-1259";"0.00";"";"0.00";"105.00";"94.00";"79.00";"1.00";"501.00";"3";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2012";"4";"12";"5";"3";"2012-12-05";"MQ";"20398";"MQ";"N854MQ";"3939";"13930";"1393002";"30977";"ORD";"Chicago, IL";"IL";"17";"Illinois";"41";"13290";"1329002";"33290";"MHK";"Manhattan/Ft. Riley, KS";"KS";"20";"Kansas";"62";"1100";"1056";"-4.00";"0.00";"0.00";"-1";"1100-1159";"10.00";"1106";"1223";"3.00";"1245";"1226";"-19.00";"0.00";"0.00";"-2";"1200-1259";"0.00";"";"0.00";"105.00";"90.00";"77.00";"1.00";"501.00";"3";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2012";"4";"12";"6";"4";"2012-12-06";"MQ";"20398";"MQ";"N839MQ";"3939";"13930";"1393002";"30977";"ORD";"Chicago, IL";"IL";"17";"Illinois";"41";"13290";"1329002";"33290";"MHK";"Manhattan/Ft. Riley, KS";"KS";"20";"Kansas";"62";"1100";"1054";"-6.00";"0.00";"0.00";"-1";"1100-1159";"10.00";"1104";"1227";"3.00";"1245";"1230";"-15.00";"0.00";"0.00";"-1";"1200-1259";"0.00";"";"0.00";"105.00";"96.00";"83.00";"1.00";"501.00";"3";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2012";"4";"12";"7";"5";"2012-12-07";"MQ";"20398";"MQ";"N843MQ";"3939";"13930";"1393002";"30977";"ORD";"Chicago, IL";"IL";"17";"Illinois";"41";"13290";"1329002";"33290";"MHK";"Manhattan/Ft. Riley, KS";"KS";"20";"Kansas";"62";"1100";"1055";"-5.00";"0.00";"0.00";"-1";"1100-1159";"11.00";"1106";"1228";"3.00";"1245";"1231";"-14.00";"0.00";"0.00";"-1";"1200-1259";"0.00";"";"0.00";"105.00";"96.00";"82.00";"1.00";"501.00";"3";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2012";"4";"12";"8";"6";"2012-12-08";"MQ";"20398";"MQ";"N809MQ";"3939";"13930";"1393002";"30977";"ORD";"Chicago, IL";"IL";"17";"Illinois";"41";"13290";"1329002";"33290";"MHK";"Manhattan/Ft. Riley, KS";"KS";"20";"Kansas";"62";"1130";"1159";"29.00";"29.00";"1.00";"1";"1100-1159";"17.00";"1216";"1342";"2.00";"1315";"1344";"29.00";"29.00";"1.00";"1";"1300-1359";"0.00";"";"0.00";"105.00";"105.00";"86.00";"1.00";"501.00";"3";"29.00";"0.00";"0.00";"0.00";"0.00";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2012";"4";"12";"9";"7";"2012-12-09";"MQ";"20398";"MQ";"N849MQ";"3939";"13930";"1393002";"30977";"ORD";"Chicago, IL";"IL";"17";"Illinois";"41";"13290";"1329002";"33290";"MHK";"Manhattan/Ft. Riley, KS";"KS";"20";"Kansas";"62";"1100";"1053";"-7.00";"0.00";"0.00";"-1";"1100-1159";"15.00";"1108";"1236";"3.00";"1245";"1239";"-6.00";"0.00";"0.00";"-1";"1200-1259";"0.00";"";"0.00";"105.00";"106.00";"88.00";"1.00";"501.00";"3";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2012";"4";"12";"10";"1";"2012-12-10";"MQ";"20398";"MQ";"N854MQ";"3939";"13930";"1393002";"30977";"ORD";"Chicago, IL";"IL";"17";"Illinois";"41";"13290";"1329002";"33290";"MHK";"Manhattan/Ft. Riley, KS";"KS";"20";"Kansas";"62";"1100";"1102";"2.00";"2.00";"0.00";"0";"1100-1159";"50.00";"1152";"1308";"1.00";"1245";"1309";"24.00";"24.00";"1.00";"1";"1200-1259";"0.00";"";"0.00";"105.00";"127.00";"76.00";"1.00";"501.00";"3";"0.00";"0.00";"24.00";"0.00";"0.00";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2012";"4";"12";"11";"2";"2012-12-11";"MQ";"20398";"MQ";"N834MQ";"3939";"13930";"1393002";"30977";"ORD";"Chicago, IL";"IL";"17";"Illinois";"41";"13290";"1329002";"33290";"MHK";"Manhattan/Ft. Riley, KS";"KS";"20";"Kansas";"62";"1100";"1053";"-7.00";"0.00";"0.00";"-1";"1100-1159";"9.00";"1102";"1217";"3.00";"1245";"1220";"-25.00";"0.00";"0.00";"-2";"1200-1259";"0.00";"";"0.00";"105.00";"87.00";"75.00";"1.00";"501.00";"3";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2012";"4";"12";"12";"3";"2012-12-12";"MQ";"20398";"MQ";"N813MQ";"3939";"13930";"1393002";"30977";"ORD";"Chicago, IL";"IL";"17";"Illinois";"41";"13290";"1329002";"33290";"MHK";"Manhattan/Ft. Riley, KS";"KS";"20";"Kansas";"62";"1100";"1054";"-6.00";"0.00";"0.00";"-1";"1100-1159";"10.00";"1104";"1224";"4.00";"1245";"1228";"-17.00";"0.00";"0.00";"-2";"1200-1259";"0.00";"";"0.00";"105.00";"94.00";"80.00";"1.00";"501.00";"3";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2012";"4";"12";"13";"4";"2012-12-13";"MQ";"20398";"MQ";"N832MQ";"3939";"13930";"1393002";"30977";"ORD";"Chicago, IL";"IL";"17";"Illinois";"41";"13290";"1329002";"33290";"MHK";"Manhattan/Ft. Riley, KS";"KS";"20";"Kansas";"62";"1100";"1057";"-3.00";"0.00";"0.00";"-1";"1100-1159";"11.00";"1108";"1243";"3.00";"1245";"1246";"1.00";"1.00";"0.00";"0";"1200-1259";"0.00";"";"0.00";"105.00";"109.00";"95.00";"1.00";"501.00";"3";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2012";"4";"12";"14";"5";"2012-12-14";"MQ";"20398";"MQ";"N659MQ";"3939";"13930";"1393002";"30977";"ORD";"Chicago, IL";"IL";"17";"Illinois";"41";"13290";"1329002";"33290";"MHK";"Manhattan/Ft. Riley, KS";"KS";"20";"Kansas";"62";"1100";"1056";"-4.00";"0.00";"0.00";"-1";"1100-1159";"15.00";"1111";"1231";"4.00";"1245";"1235";"-10.00";"0.00";"0.00";"-1";"1200-1259";"0.00";"";"0.00";"105.00";"99.00";"80.00";"1.00";"501.00";"3";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2012";"4";"12";"15";"6";"2012-12-15";"MQ";"20398";"MQ";"N630MQ";"3939";"13930";"1393002";"30977";"ORD";"Chicago, IL";"IL";"17";"Illinois";"41";"13290";"1329002";"33290";"MHK";"Manhattan/Ft. Riley, KS";"KS";"20";"Kansas";"62";"1130";"1214";"44.00";"44.00";"1.00";"2";"1100-1159";"16.00";"1230";"1359";"2.00";"1315";"1401";"46.00";"46.00";"1.00";"3";"1300-1359";"0.00";"";"0.00";"105.00";"107.00";"89.00";"1.00";"501.00";"3";"44.00";"0.00";"2.00";"0.00";"0.00";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2012";"4";"12";"16";"7";"2012-12-16";"MQ";"20398";"MQ";"N900MQ";"3939";"13930";"1393002";"30977";"ORD";"Chicago, IL";"IL";"17";"Illinois";"41";"13290";"1329002";"33290";"MHK";"Manhattan/Ft. Riley, KS";"KS";"20";"Kansas";"62";"1100";"1058";"-2.00";"0.00";"0.00";"-1";"1100-1159";"11.00";"1109";"1237";"2.00";"1245";"1239";"-6.00";"0.00";"0.00";"-1";"1200-1259";"0.00";"";"0.00";"105.00";"101.00";"88.00";"1.00";"501.00";"3";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2012";"4";"12";"17";"1";"2012-12-17";"MQ";"20398";"MQ";"N835MQ";"3939";"13930";"1393002";"30977";"ORD";"Chicago, IL";"IL";"17";"Illinois";"41";"13290";"1329002";"33290";"MHK";"Manhattan/Ft. Riley, KS";"KS";"20";"Kansas";"62";"1100";"1052";"-8.00";"0.00";"0.00";"-1";"1100-1159";"22.00";"1114";"1227";"4.00";"1245";"1231";"-14.00";"0.00";"0.00";"-1";"1200-1259";"0.00";"";"0.00";"105.00";"99.00";"73.00";"1.00";"501.00";"3";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2012";"4";"12";"18";"2";"2012-12-18";"MQ";"20398";"MQ";"N835MQ";"3939";"13930";"1393002";"30977";"ORD";"Chicago, IL";"IL";"17";"Illinois";"41";"13290";"1329002";"33290";"MHK";"Manhattan/Ft. Riley, KS";"KS";"20";"Kansas";"62";"1100";"1056";"-4.00";"0.00";"0.00";"-1";"1100-1159";"11.00";"1107";"1233";"3.00";"1245";"1236";"-9.00";"0.00";"0.00";"-1";"1200-1259";"0.00";"";"0.00";"105.00";"100.00";"86.00";"1.00";"501.00";"3";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2012";"4";"12";"19";"3";"2012-12-19";"MQ";"20398";"MQ";"N830MQ";"3939";"13930";"1393002";"30977";"ORD";"Chicago, IL";"IL";"17";"Illinois";"41";"13290";"1329002";"33290";"MHK";"Manhattan/Ft. Riley, KS";"KS";"20";"Kansas";"62";"1100";"1116";"16.00";"16.00";"1.00";"1";"1100-1159";"9.00";"1125";"1252";"1.00";"1245";"1253";"8.00";"8.00";"0.00";"0";"1200-1259";"0.00";"";"0.00";"105.00";"97.00";"87.00";"1.00";"501.00";"3";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2012";"4";"12";"20";"4";"2012-12-20";"MQ";"20398";"MQ";"N818MQ";"3939";"13930";"1393002";"30977";"ORD";"Chicago, IL";"IL";"17";"Illinois";"41";"13290";"1329002";"33290";"MHK";"Manhattan/Ft. Riley, KS";"KS";"20";"Kansas";"62";"1100";"";"";"";"";"";"1100-1159";"";"";"";"";"1245";"";"";"";"";"";"1200-1259";"1.00";"B";"0.00";"105.00";"";"";"1.00";"501.00";"3";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2012";"4";"12";"21";"5";"2012-12-21";"MQ";"20398";"MQ";"N630MQ";"3939";"13930";"1393002";"30977";"ORD";"Chicago, IL";"IL";"17";"Illinois";"41";"13290";"1329002";"33290";"MHK";"Manhattan/Ft. Riley, KS";"KS";"20";"Kansas";"62";"1100";"1216";"76.00";"76.00";"1.00";"5";"1100-1159";"17.00";"1233";"1355";"8.00";"1245";"1403";"78.00";"78.00";"1.00";"5";"1200-1259";"0.00";"";"0.00";"105.00";"107.00";"82.00";"1.00";"501.00";"3";"0.00";"24.00";"2.00";"0.00";"52.00";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2012";"4";"12";"22";"6";"2012-12-22";"MQ";"20398";"MQ";"N806MQ";"3939";"13930";"1393002";"30977";"ORD";"Chicago, IL";"IL";"17";"Illinois";"41";"13290";"1329002";"33290";"MHK";"Manhattan/Ft. Riley, KS";"KS";"20";"Kansas";"62";"1130";"1130";"0.00";"0.00";"0.00";"0";"1100-1159";"9.00";"1139";"1304";"3.00";"1315";"1307";"-8.00";"0.00";"0.00";"-1";"1300-1359";"0.00";"";"0.00";"105.00";"97.00";"85.00";"1.00";"501.00";"3";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2012";"4";"12";"23";"7";"2012-12-23";"MQ";"20398";"MQ";"N856MQ";"3939";"13930";"1393002";"30977";"ORD";"Chicago, IL";"IL";"17";"Illinois";"41";"13290";"1329002";"33290";"MHK";"Manhattan/Ft. Riley, KS";"KS";"20";"Kansas";"62";"1100";"1057";"-3.00";"0.00";"0.00";"-1";"1100-1159";"11.00";"1108";"1231";"3.00";"1245";"1234";"-11.00";"0.00";"0.00";"-1";"1200-1259";"0.00";"";"0.00";"105.00";"97.00";"83.00";"1.00";"501.00";"3";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2012";"4";"12";"26";"3";"2012-12-26";"MQ";"20398";"MQ";"N814MQ";"3939";"13930";"1393002";"30977";"ORD";"Chicago, IL";"IL";"17";"Illinois";"41";"13290";"1329002";"33290";"MHK";"Manhattan/Ft. Riley, KS";"KS";"20";"Kansas";"62";"1100";"";"";"";"";"";"1100-1159";"";"";"";"";"1245";"";"";"";"";"";"1200-1259";"1.00";"B";"0.00";"105.00";"";"";"1.00";"501.00";"3";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2012";"4";"12";"27";"4";"2012-12-27";"MQ";"20398";"MQ";"N819MQ";"3939";"13930";"1393002";"30977";"ORD";"Chicago, IL";"IL";"17";"Illinois";"41";"13290";"1329002";"33290";"MHK";"Manhattan/Ft. Riley, KS";"KS";"20";"Kansas";"62";"1100";"1149";"49.00";"49.00";"1.00";"3";"1100-1159";"18.00";"1207";"1331";"2.00";"1245";"1333";"48.00";"48.00";"1.00";"3";"1200-1259";"0.00";"";"0.00";"105.00";"104.00";"84.00";"1.00";"501.00";"3";"48.00";"0.00";"0.00";"0.00";"0.00";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2012";"4";"12";"28";"5";"2012-12-28";"MQ";"20398";"MQ";"N819MQ";"3939";"13930";"1393002";"30977";"ORD";"Chicago, IL";"IL";"17";"Illinois";"41";"13290";"1329002";"33290";"MHK";"Manhattan/Ft. Riley, KS";"KS";"20";"Kansas";"62";"1100";"1113";"13.00";"13.00";"0.00";"0";"1100-1159";"53.00";"1206";"1341";"3.00";"1245";"1344";"59.00";"59.00";"1.00";"3";"1200-1259";"0.00";"";"0.00";"105.00";"151.00";"95.00";"1.00";"501.00";"3";"0.00";"4.00";"46.00";"0.00";"9.00";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2012";"4";"12";"29";"6";"2012-12-29";"MQ";"20398";"MQ";"N800MQ";"3939";"13930";"1393002";"30977";"ORD";"Chicago, IL";"IL";"17";"Illinois";"41";"13290";"1329002";"33290";"MHK";"Manhattan/Ft. Riley, KS";"KS";"20";"Kansas";"62";"1130";"1229";"59.00";"59.00";"1.00";"3";"1100-1159";"16.00";"1245";"1359";"3.00";"1315";"1402";"47.00";"47.00";"1.00";"3";"1300-1359";"0.00";"";"0.00";"105.00";"93.00";"74.00";"1.00";"501.00";"3";"0.00";"4.00";"0.00";"0.00";"43.00";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2012";"4";"12";"30";"7";"2012-12-30";"MQ";"20398";"MQ";"N696MQ";"3939";"13930";"1393002";"30977";"ORD";"Chicago, IL";"IL";"17";"Illinois";"41";"13290";"1329002";"33290";"MHK";"Manhattan/Ft. Riley, KS";"KS";"20";"Kansas";"62";"1100";"1054";"-6.00";"0.00";"0.00";"-1";"1100-1159";"10.00";"1104";"1225";"3.00";"1245";"1228";"-17.00";"0.00";"0.00";"-2";"1200-1259";"0.00";"";"0.00";"105.00";"94.00";"81.00";"1.00";"501.00";"3";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2012";"4";"12";"1";"6";"2012-12-01";"MQ";"20398";"MQ";"N615MQ";"3941";"10529";"1052904";"30529";"BDL";"Hartford, CT";"CT";"09";"Connecticut";"11";"13930";"1393002";"30977";"ORD";"Chicago, IL";"IL";"17";"Illinois";"41";"1620";"1644";"24.00";"24.00";"1.00";"1";"1600-1659";"16.00";"1700";"1812";"7.00";"1810";"1819";"9.00";"9.00";"0.00";"0";"1800-1859";"0.00";"";"0.00";"170.00";"155.00";"132.00";"1.00";"783.00";"4";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2012";"4";"12";"2";"7";"2012-12-02";"MQ";"20398";"MQ";"N906MQ";"3941";"10529";"1052904";"30529";"BDL";"Hartford, CT";"CT";"09";"Connecticut";"11";"13930";"1393002";"30977";"ORD";"Chicago, IL";"IL";"17";"Illinois";"41";"1620";"1626";"6.00";"6.00";"0.00";"0";"1600-1659";"47.00";"1713";"1828";"8.00";"1810";"1836";"26.00";"26.00";"1.00";"1";"1800-1859";"0.00";"";"0.00";"170.00";"190.00";"135.00";"1.00";"783.00";"4";"6.00";"0.00";"20.00";"0.00";"0.00";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2012";"4";"12";"3";"1";"2012-12-03";"MQ";"20398";"MQ";"N925MQ";"3941";"10529";"1052904";"30529";"BDL";"Hartford, CT";"CT";"09";"Connecticut";"11";"13930";"1393002";"30977";"ORD";"Chicago, IL";"IL";"17";"Illinois";"41";"1620";"1805";"105.00";"105.00";"1.00";"7";"1600-1659";"12.00";"1817";"1919";"6.00";"1810";"1925";"75.00";"75.00";"1.00";"5";"1800-1859";"0.00";"";"0.00";"170.00";"140.00";"122.00";"1.00";"783.00";"4";"5.00";"0.00";"0.00";"0.00";"70.00";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2012";"4";"12";"4";"2";"2012-12-04";"MQ";"20398";"MQ";"N605MQ";"3941";"10529";"1052904";"30529";"BDL";"Hartford, CT";"CT";"09";"Connecticut";"11";"13930";"1393002";"30977";"ORD";"Chicago, IL";"IL";"17";"Illinois";"41";"1620";"1629";"9.00";"9.00";"0.00";"0";"1600-1659";"17.00";"1646";"1755";"12.00";"1810";"1807";"-3.00";"0.00";"0.00";"-1";"1800-1859";"0.00";"";"0.00";"170.00";"158.00";"129.00";"1.00";"783.00";"4";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2012";"4";"12";"5";"3";"2012-12-05";"MQ";"20398";"MQ";"N906MQ";"3941";"10529";"1052904";"30529";"BDL";"Hartford, CT";"CT";"09";"Connecticut";"11";"13930";"1393002";"30977";"ORD";"Chicago, IL";"IL";"17";"Illinois";"41";"1620";"1616";"-4.00";"0.00";"0.00";"-1";"1600-1659";"18.00";"1634";"1741";"7.00";"1810";"1748";"-22.00";"0.00";"0.00";"-2";"1800-1859";"0.00";"";"0.00";"170.00";"152.00";"127.00";"1.00";"783.00";"4";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2012";"4";"12";"6";"4";"2012-12-06";"MQ";"20398";"MQ";"N607MQ";"3941";"10529";"1052904";"30529";"BDL";"Hartford, CT";"CT";"09";"Connecticut";"11";"13930";"1393002";"30977";"ORD";"Chicago, IL";"IL";"17";"Illinois";"41";"1620";"1616";"-4.00";"0.00";"0.00";"-1";"1600-1659";"12.00";"1628";"1736";"16.00";"1810";"1752";"-18.00";"0.00";"0.00";"-2";"1800-1859";"0.00";"";"0.00";"170.00";"156.00";"128.00";"1.00";"783.00";"4";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2012";"4";"12";"7";"5";"2012-12-07";"MQ";"20398";"MQ";"N922MQ";"3941";"10529";"1052904";"30529";"BDL";"Hartford, CT";"CT";"09";"Connecticut";"11";"13930";"1393002";"30977";"ORD";"Chicago, IL";"IL";"17";"Illinois";"41";"1620";"1620";"0.00";"0.00";"0.00";"0";"1600-1659";"14.00";"1634";"1753";"7.00";"1810";"1800";"-10.00";"0.00";"0.00";"-1";"1800-1859";"0.00";"";"0.00";"170.00";"160.00";"139.00";"1.00";"783.00";"4";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2012";"4";"12";"8";"6";"2012-12-08";"MQ";"20398";"MQ";"N925MQ";"3941";"10529";"1052904";"30529";"BDL";"Hartford, CT";"CT";"09";"Connecticut";"11";"13930";"1393002";"30977";"ORD";"Chicago, IL";"IL";"17";"Illinois";"41";"1620";"1620";"0.00";"0.00";"0.00";"0";"1600-1659";"15.00";"1635";"1801";"5.00";"1810";"1806";"-4.00";"0.00";"0.00";"-1";"1800-1859";"0.00";"";"0.00";"170.00";"166.00";"146.00";"1.00";"783.00";"4";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2012";"4";"12";"9";"7";"2012-12-09";"MQ";"20398";"MQ";"N634MQ";"3941";"10529";"1052904";"30529";"BDL";"Hartford, CT";"CT";"09";"Connecticut";"11";"13930";"1393002";"30977";"ORD";"Chicago, IL";"IL";"17";"Illinois";"41";"1620";"1621";"1.00";"1.00";"0.00";"0";"1600-1659";"13.00";"1634";"1801";"17.00";"1810";"1818";"8.00";"8.00";"0.00";"0";"1800-1859";"0.00";"";"0.00";"170.00";"177.00";"147.00";"1.00";"783.00";"4";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
